"dataset","id","trt","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40"
2,80,1,6.47,1,1,1,0,0,1,1,1,0,0,0,1,0,0,2,2,0,1,0,0,49.87,15.95,1.37,8.53,68.29,20.85,31.35,42.43,36.67,33.41,60.38,97,80.92,8.47,0.86,16.09,12.41,36.12,88.69,57.09
2,81,1,8.998,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,1,1,1,1,59,99.24,58.12,13.05,36.84,43.63,14.32,41.24,43.26,97.62,39.62,51.51,36.35,82.39,62.94,37.26,86.73,25.37,24.87,73.48
2,82,0,7.954,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,85.55,50.63,68.89,56.43,75.07,31.65,38,43.26,22.58,25.33,69.67,51.73,67.67,40.31,79.84,76.72,57.78,55.2,14.62,67.59
2,83,1,5.544,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,46.76,57.41,50.55,51.48,11.07,23.91,80.03,98.14,9.32,41.84,60.9,48.12,45.32,27.36,39.46,12.11,60.55,81.9,66.57,1.04
2,84,1,9.106,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,39.48,73.21,80.9,57.14,35.35,4.74,79.54,97.75,87.4,98.37,48.76,9.6,29.19,47.12,1.46,78.18,15.36,91.18,55.67,98.11
2,85,0,7.351,1,1,2,2,1,2,0,0,0,0,0,0,1,0,2,2,2,2,2,2,83.13,86.51,40.9,93.97,30.59,22.86,65.91,77.05,41.43,46.29,47.25,59.31,1.95,15.23,18.72,91.07,89.6,16.65,58.48,62.59
2,86,1,8.763,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,1,0,0,84.1,29.42,37.94,9.45,74.93,38.44,21.4,14.65,51.32,0.57,66.39,84.29,19.39,95.64,18.43,87.32,78.05,37.47,36.65,16.3
2,87,0,6.401,0,1,1,1,2,1,0,0,0,0,1,0,1,0,1,1,1,2,1,0,86.33,86.91,17.67,55.43,73.8,80.16,64.25,60.74,84.12,71.41,81.1,72.07,96.13,11.72,61,85.68,58.6,53.89,56.3,99.51
2,88,0,7.165,0,0,1,1,0,0,1,1,1,1,1,1,2,2,0,1,0,0,0,0,6.32,61.51,31.97,84.24,87.48,19.74,72.01,29.33,81.91,44.46,32.91,41.48,29.05,0.41,35.15,65.9,85.54,15.28,78.21,86.73
2,89,0,7.128,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,58.16,26.87,39.51,91.69,54.38,78.7,56.92,97.65,10.57,73.37,32.89,67.71,31.1,80.2,22.55,72.92,89.87,1.8,36.55,75.34
2,90,0,9.868,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,84.55,80.07,94.72,9.52,7.53,88.91,45.2,56,29.79,62.71,26.16,87.08,2.16,39.44,73.92,77.22,11.64,10.32,87.7,69.47
2,91,1,7.211,1,1,1,1,0,0,2,1,1,0,1,1,1,1,1,1,1,1,0,0,90.09,30.87,28.24,99.82,85.45,88.1,61.63,22.96,75.76,4.62,52.73,17.12,3.13,4.36,46.84,80.65,64.3,28.42,31.39,65.18
2,92,0,7.826,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,90.49,44.35,63.14,18.66,65.77,25.6,29.26,82.24,6.08,79.7,23.55,73.39,24.71,92.85,82.22,44.53,89.4,30.13,60.58,58.91
2,93,1,9.03,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,70.19,72.62,9.94,90.57,14.09,15.06,41.39,92.7,51.13,22.23,7.4,33,28.42,88.05,15.02,62.39,78.07,87.21,61.74,75.74
2,94,1,7.992,2,2,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,12.83,10.36,48.62,34.66,18.38,38.03,0.8,2.1,9.32,4.5,44.31,65.31,5.75,47.75,42.73,0.74,58.82,42.56,61.05,41.06
2,95,1,5.981,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,66.04,53.13,59.05,61.27,55.19,34.67,33.14,60.76,64.44,22.11,76.73,5.34,65.76,62.48,73.16,80.89,85.07,37.4,42.34,51.91
2,96,1,9.213,0,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,0,2,1,2,92.98,40.15,56.15,28.74,37.13,27.38,51.4,19.7,7.5,78.92,40.02,90.39,22.24,36.21,17.09,98.82,54.29,74.38,76.14,24.67
2,97,1,5.158,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,2,1,1,1,1,32.97,93.01,20.53,14.99,36.45,25.43,35.53,2.2,37.97,18.05,86.73,74.49,78.88,56.76,66.2,48.74,15.73,34.66,85.83,77.59
2,98,0,5.864,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,35.15,67.88,58.04,51.09,1.99,67.26,47.58,36.09,29.56,76.84,64.18,27.12,97.31,87.62,81.16,73.65,54.11,63.33,48.53,84.66
2,99,1,8.723,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,69.07,17.04,89.34,93.43,63.16,40.85,45.64,0.41,56.93,90.16,56.61,41.29,96.46,76.77,97.49,96.65,6.84,82.35,75.04,90.01
2,100,1,6.414,2,2,1,2,0,1,1,1,1,1,0,1,0,0,1,2,1,1,0,0,70.57,94.62,72.61,62.73,50.39,79.5,16.03,83.68,47.91,0.82,39.83,17.13,85.96,28.55,52.92,57.45,51.8,38.81,19.54,89.67
2,101,1,7.925,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,2,2,2,45.76,77.09,2.98,26.07,66.09,54.46,68.12,94.27,13.21,51.36,38.11,20.65,52.99,78.71,16.73,37.1,8.75,48.89,88.72,38.18
2,102,1,6.551,0,0,0,1,1,2,1,0,1,1,2,2,2,2,0,0,1,1,0,0,39.47,25.28,18.95,20.37,45.35,59.65,68.9,99.72,21.9,9.14,88.57,19.1,13.82,97.24,5.51,73.5,88.15,74.6,77.14,13.83
2,103,1,6.422,0,0,0,0,0,2,0,0,1,1,1,1,1,0,1,1,0,0,2,2,40.42,68.96,41.23,22.57,84.92,55.16,31.59,21.37,21.85,82.26,73.88,71.18,1.21,38.35,6.35,19.4,75.32,29.38,32.15,81.43
2,104,1,5.938,1,1,1,0,1,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,40.87,15.29,93.52,89.72,46.48,75.45,26.87,18.63,76.23,22.73,85.4,12.01,68.09,78.74,43.51,16.94,54.09,92.5,38.85,35.39
2,105,0,7.507,2,2,0,1,2,2,0,1,0,0,0,0,0,1,0,0,1,1,1,1,63.89,5.51,77.96,96.75,22.68,42.08,12.2,93.48,44.27,88.53,89.43,3.77,20.34,57.63,22.01,39.58,59.39,0.89,21.11,35.22
2,106,1,5.293,1,1,2,1,1,1,2,2,0,0,0,0,1,1,1,1,0,0,1,0,17.82,58.92,41.98,99.13,37.67,36.1,38.54,10.77,30.62,41.01,90.8,34.12,56.79,16.21,73.79,37.83,67.39,50.19,96.52,27.26
2,107,0,8.189,1,1,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,2,32.11,65.52,70.13,97.85,33.17,0.75,89.29,88.57,29.09,22.6,33.09,86.34,77.22,89.29,30.93,50.21,82.73,39.2,70.02,65.73
2,108,1,6.713,2,2,0,0,1,1,1,1,0,0,1,1,1,2,1,1,0,0,1,1,94.47,18.91,9.73,4.48,68.41,21.44,16.33,56.45,80.5,68.01,72.25,2.66,28.67,72.31,99.8,83.85,41.29,76.79,5.36,2.3
2,109,1,8.996,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,80.33,63.01,15.65,3.16,57.87,35.87,86.92,37.64,3.61,53.86,84.89,49.23,96.75,1.22,58.06,92.63,36.34,75.84,66.25,1.93
2,110,1,6.547,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,2,2,0,1,47.05,23.29,15.86,69.75,37.74,27.69,92.27,18.45,58.57,5.69,11.17,99.23,53.97,18.26,23.02,47.09,45.26,86.33,90.32,54
2,111,0,9.079,0,0,2,2,1,1,0,1,1,1,0,0,0,0,2,2,1,1,0,0,78.87,76.35,73.7,83.41,82.42,58.96,17.73,16.16,43.35,57.29,21.99,14.11,25.4,44.17,12.69,90.11,7.48,83.08,91.73,37.09
2,112,0,7.704,0,2,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,1,0,0,64.53,35.57,70.71,85.25,93.02,46.81,70.83,24.87,54.47,87.65,34.74,65.02,16.03,24.19,5.7,42.33,70.64,79.43,9.12,84.52
2,113,1,8.419,1,1,0,0,1,1,2,2,0,0,0,0,2,2,1,1,1,1,0,0,94.47,3.04,31.07,40.08,32.4,51.15,23.31,79.62,76.79,42.04,65.83,13.91,52.37,18.06,50.18,51.5,22.09,4.61,38.99,8.72
2,114,0,7.169,1,2,1,1,1,1,1,1,1,1,2,1,0,0,1,1,0,1,1,0,65.69,89.31,28.98,87.21,42.39,26.34,37.8,51.16,97.31,51.34,61.73,18.46,75.84,83.95,86.4,56.29,38.57,21.23,54.65,4.58
2,115,0,8.356,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,49.18,12.24,40.78,47.17,15.15,1.97,80.59,91.31,87.41,84.08,73.62,87.57,93.04,92.16,30.07,58.45,95.81,70.66,48.93,82.63
2,116,0,7.221,0,1,1,0,2,2,2,1,0,0,2,2,1,1,0,0,1,1,0,1,14.35,99.4,9.73,19.36,39.51,68.05,25.33,96.44,90.9,9.63,37.99,4.21,91.62,54.79,90.75,39.54,4.66,85.27,73.85,18.76
2,117,0,5.762,0,0,2,2,2,2,2,2,0,0,1,2,0,0,1,1,1,1,0,0,18,79.19,76.64,22.77,78.11,25.97,47.28,33.49,4.66,27.6,65.73,95.94,90.81,44.24,92.1,25.14,30,12.91,28.12,33.28
2,118,1,6.595,2,1,1,2,1,1,1,1,1,0,0,0,2,2,1,1,0,0,0,0,65.17,57.09,35.64,28.68,63.28,89.76,22.28,22.26,89.42,59.78,11.26,26.1,14.9,92.48,18.08,94.92,83.62,53.16,40.43,64.48
2,119,0,8.169,0,1,0,1,1,1,0,0,1,2,0,0,0,0,1,1,1,1,1,1,18.49,46.66,80.78,18.49,55.86,85.38,90.26,97.37,60.69,51.49,35.6,93.18,54.5,90.75,91.73,21.97,28.31,11.35,60.53,67.59
2,120,1,7.998,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,71.41,32.02,28.14,34.33,59.48,30.72,3.72,68.16,88.26,4.78,98.19,39.02,20.71,22.65,31.32,21,33.01,76.74,67.22,38.9
2,121,0,9.47,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,10.71,64.1,66.62,31.59,6.91,69.02,92.3,5.43,62.47,86.65,40.63,94.89,0.4,69.99,27.95,56.81,55.94,58.98,4.3,5.95
2,122,1,7.03,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,2,1,94.88,32.21,40.68,20.03,80.66,79.02,83.93,41.8,61.13,94.3,87.26,86.85,26.31,10.37,25.08,37.01,33.79,48.56,61.79,92.69
2,123,0,4.55,0,0,1,0,1,0,0,0,2,2,1,0,2,2,1,1,0,1,0,1,56.47,43.59,85.75,58.07,24.68,79.99,99.14,74.68,55.18,50.44,70.13,38.27,39.53,22.46,72.18,28.23,54.09,23.44,85.67,25.41
2,124,1,8.845,0,0,1,0,2,2,0,0,0,0,2,1,0,0,1,0,1,0,0,1,40.57,34.9,59.15,90.33,28.52,27.34,31.53,46.36,57.53,45.79,97.82,71.41,62.98,7.46,36.05,83.43,62.92,97.42,63.17,19.41
2,125,1,6.603,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,45.06,99.28,84.59,22.98,14.07,67.64,28.45,72.89,34.2,27.94,95.9,96.09,94.44,78.22,29.29,64.95,68.29,75.85,9.19,75.86
2,126,1,5.663,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,1,1,1,1,82.67,24.16,35.5,65.86,82.13,63.61,43.42,95.82,98.23,52.72,21.25,98.17,15.4,94.44,92.66,72.94,68.58,28.23,26.15,9.01
2,127,1,8.42,1,1,2,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,26.71,59.13,53.46,0.87,39.12,6.97,75.64,28.02,64.2,71.01,89.32,86.35,20.32,54.68,94.08,88.39,4.8,26.67,55.97,49.58
2,128,1,8.646,0,0,2,1,1,1,1,2,1,1,1,2,0,0,1,1,0,1,0,1,40.06,84.35,41.18,76.48,14.38,34.64,51.69,62.47,48,34.34,54.42,34.43,10.26,95.11,34.16,95.95,63.62,11.12,44.81,33.94
2,129,0,7.62,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,2,2,0,2,79.97,19.94,25.61,74.68,0.41,98.66,34.88,68.87,98.21,54.57,30.44,53.95,42.13,54.45,41.9,84.22,7.9,22.47,66.29,74.23
2,130,1,6.185,0,0,1,2,1,0,0,0,2,2,0,1,0,1,1,1,1,1,1,1,33.43,36.55,28.87,89.69,81.87,72.47,7.17,32.67,39.14,20.44,19.23,15.32,70.64,97.39,33.6,36.41,24.6,82.59,82.98,38.22
2,131,1,7.935,2,2,0,1,0,0,0,0,0,0,2,2,0,0,1,1,1,1,1,0,50.81,9.77,91.95,18.85,87.23,38.08,82.81,89.36,26.85,57.43,53.03,1.26,66.46,1.22,59.19,83.55,31.37,46.67,50.87,59.82
2,132,0,8.487,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,12.59,41.38,45.84,94.56,16.79,61.86,83.46,84.01,8.96,10.89,28,40.45,25.43,34.69,26.32,58.16,5.45,83.2,64.21,73.61
2,133,1,4.121,0,0,1,1,0,0,2,2,1,1,2,1,1,1,1,1,0,1,1,1,0.95,65.82,33.72,88.34,11.08,89.3,91.83,11.75,32.38,25.94,2.45,73.34,7.74,45.33,59.8,31.85,51.64,99.95,72.1,72.62
2,134,0,5.606,1,2,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,3.7,21.91,33.51,7.3,43.41,93.21,38.21,65.75,69.17,98.73,48.42,81.59,66.73,33.47,35.27,20.96,66.07,68.15,60.34,97.79
2,135,1,6.953,1,1,2,2,1,1,2,2,0,0,0,0,1,1,1,0,0,0,1,1,5,95.25,16.79,93.83,83.17,97.78,89.83,3.49,29.6,39.6,77.44,81.81,56.15,47.02,69.94,64.82,76.58,52.12,49.32,68.22
2,136,1,7.309,1,1,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,66.33,5.45,8.35,58.8,45.71,21.93,28.37,15.37,91.82,94.24,44.53,49.76,47.16,34.82,34.7,62.26,33.45,88.72,45.78,33.04
2,137,0,7.739,2,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,2,2,11.08,29.85,0.18,67.6,77.07,27.23,64.72,24.89,19.79,98.45,32.46,76.39,16.42,6.24,51.08,41.65,35.78,60.48,13.88,93.73
2,138,1,8.095,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,69.68,84.56,62.11,3.09,60.08,55.7,85.74,74.88,80.28,33.35,62.56,13.06,6.45,37.95,97.46,56.32,44.54,10.1,94.68,64.47
2,139,1,4.299,0,0,1,1,0,1,1,2,0,0,1,1,1,1,1,1,0,0,1,1,53.71,33.51,53.56,5.43,47.39,9.62,76.62,91.63,1.39,66.18,41.46,48.51,40.26,82.73,64.09,19.74,86.05,46.9,27.8,84.97
2,140,0,6.26,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,1,1,0,1,74.6,92.21,34.85,53.15,97.38,67.6,81,21.68,53.13,95.09,44.77,89.83,11.53,38.3,21.6,84.81,71.47,15.79,70.91,2.03
2,141,1,6.376,1,1,0,0,0,1,0,1,1,1,2,2,1,2,0,1,0,0,1,1,36.07,44.28,0.96,24.43,62.92,48.02,50.25,95.6,15.45,49.29,85.52,86.15,90.6,86.45,49.94,19.82,28.57,24.38,47.56,80.02
2,142,0,9.566,0,1,1,1,0,0,2,2,1,1,0,0,2,1,0,0,1,1,1,1,97.65,35.37,88.84,81.46,9.54,5.19,30.02,66.59,69.71,33.47,37.78,41.25,5.4,49.54,82.82,42.87,25.46,62.73,95.08,56.52
2,143,1,7.497,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,17.52,88.83,76.65,89.81,66.92,70.4,54.26,68.48,8.33,12.19,46.57,78.3,38.01,87.51,65.7,3.86,38.77,68.14,76.85,10.69
2,144,0,9.043,1,1,1,1,1,1,0,0,1,1,1,2,1,0,1,0,1,2,1,1,29.42,18.39,47.38,19.41,0.36,10.05,43.93,65.18,17.06,24.89,81.71,48.23,66.7,0.83,32.76,20.5,32.38,65.01,15.98,72.53
2,145,0,7.385,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3.04,33.98,41.87,87.14,24.67,53.5,27.06,77.22,26.47,59.1,11.23,92.66,58.15,19.75,91.86,44.47,72.48,29.39,47.3,73.73
2,146,0,8.316,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,2,2,4.24,19.59,2.4,48.51,48.75,30.7,32.58,14.01,95.54,94.26,86.48,61.56,16.74,13.53,28.22,92.42,49.17,8.99,17.18,21.13
2,147,1,4.469,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,16.73,22.2,49.98,21.61,96.57,35.05,67.67,52.91,19.54,10.52,37.73,95.36,94.19,4.78,20.04,89.59,92.57,10.44,46.36,97.01
2,148,1,7.803,1,1,0,0,0,0,2,1,1,1,1,1,2,2,1,2,0,0,1,1,57.12,44.66,25.28,12.63,85.2,75.78,27.66,25.52,31.68,25.78,41.61,68.45,30.7,41.63,64.89,91.27,62.48,32.83,33.45,79.55
2,149,1,6.792,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,20.07,99,90.49,67.35,49.9,38.71,11.9,26.74,10.91,85.89,38.17,10.38,17.7,76.1,67.87,52.64,57.47,2.52,67.95,43.24
2,150,1,8.471,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,2,2,0,0,48.97,30.67,56.21,55.56,21.12,33.13,76.09,83.09,72.66,54.53,68.36,68.12,13.89,12.83,15.83,98.14,6.69,94.47,1.75,30.93
2,151,1,6.513,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,2,54.21,94.62,76.95,42.16,63.86,85.73,28.21,29.15,4.71,81.49,97.33,0.56,81.32,80,7.81,44.62,17.27,10.97,93.59,11.37
2,152,1,9.632,1,1,1,1,2,2,0,0,1,0,2,1,1,0,0,0,0,0,2,2,3.2,23.1,78.16,95.64,11.05,27.47,61.19,51.18,65.46,53.57,56.46,68.77,83.11,10.8,84.11,4.71,21.72,79,13.26,81.28
2,153,1,8.649,1,1,0,0,0,0,0,0,1,1,2,2,1,1,1,1,1,1,2,2,98.87,1.93,50.01,80.83,97.27,23.18,16.02,41.18,89.56,11.77,94,2.64,48.82,82.65,93.33,45.85,69.55,94.09,26.31,58.41
2,154,0,7.596,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,1,1,1,1,1,47.04,60.84,14.39,92.27,31.9,76.57,47.35,34.45,26.18,84.26,73.92,70.92,22.21,53.97,59.9,1.91,80.88,67.71,1.36,4.74
2,155,1,8.545,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2,0,0,1,1,99.42,11.19,16.59,26.71,74.45,44.74,27.42,6.1,85.15,26.19,71.21,76.47,26.72,89.61,19.6,70.35,33.12,61.33,45.32,36.05
2,156,1,5.69,0,0,1,1,0,0,0,1,0,0,2,2,0,0,1,1,1,2,0,0,70.75,98.87,79.99,47.1,91.33,18.39,7.2,40.67,95.43,48.48,73.08,27.43,12.21,16.55,48.46,44.87,8.11,34.8,75.6,25.75
2,157,1,7.687,1,1,0,1,0,0,1,0,0,0,2,2,1,1,0,0,1,1,1,1,83.24,80.08,75.94,32.73,18.64,12.22,63.6,58.9,89.73,19.47,76.48,29.94,33.59,4.65,66.15,97.55,63.44,96.48,49.89,5.35
2,158,1,5.104,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,10.91,80.17,58.33,84.92,13.4,66.83,80.91,72.77,78.65,56.54,96.04,54.83,96.4,81.89,89.32,92,87.62,64.83,82.95,71.53
2,159,0,6.627,0,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,1,81.57,65.3,96.6,59.97,88.13,21.95,36.81,72.45,12.9,12.31,16.07,33.65,76.68,90.75,32.41,24.83,27.73,40.74,40.14,75.95
2,160,1,6.698,1,1,1,1,1,1,1,0,1,1,0,1,1,1,2,2,0,0,0,0,64.34,49.12,83.83,37.77,82.11,84.84,5.32,60.36,7.92,13.95,55.7,91.16,96.23,62.79,21.98,19.61,12.91,7.98,66.92,72.35
2,161,1,7.486,2,1,1,0,1,1,1,1,2,1,2,2,0,0,1,1,1,0,1,1,82.8,28.91,28.95,12.21,86.06,11.55,63.74,51.56,4.95,24.17,79.53,74.65,93.67,20.97,69.17,15.67,32.2,42.78,43.17,72.01
2,162,1,4.621,0,0,2,1,2,2,1,1,1,1,1,0,0,0,1,1,0,0,1,1,26.07,57.52,17.08,76.27,69.94,19.01,34.15,83.41,29.02,73.21,69.55,2.64,94.03,66.62,52.7,86.05,84.01,17.99,97.67,49.34
2,163,0,9.086,1,1,2,2,0,0,1,1,2,1,2,2,1,1,2,1,1,0,0,0,46.49,1.59,26.85,79.59,32.91,46.89,92.25,93.6,41.86,72.73,21.15,27.17,8.9,1.47,11.37,95.17,8.73,52.26,55.35,69.7
2,164,1,5.288,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,0,0,1,1,58.35,36.6,85.07,47.65,50.06,94.67,95.65,19.75,22.25,48.24,53.89,20.05,82.16,15.71,5.99,94.83,56.75,4.69,72.73,72.56
2,165,1,4.594,1,1,0,0,0,0,1,1,2,1,2,1,2,2,0,0,0,0,0,0,23.69,53.49,79.75,74.98,12.38,61.08,57.49,20.82,19.52,1.46,24.98,52.23,62.82,29.67,49.33,8.77,11.67,86.45,8.63,25.61
2,166,1,6.792,1,1,1,1,0,0,1,1,2,2,1,0,1,1,0,0,0,0,0,0,95.76,31.67,20.19,14.01,68.39,85.39,35.46,72.25,3.52,37.38,9.85,11.39,20.12,87.69,43.95,56.36,90.46,21.97,91.11,18.2
2,167,1,6.674,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,61.68,41.68,82.81,77.58,42.84,47.03,17.09,95.88,11.34,83.95,50.48,39.49,36.79,7.64,90.18,47.21,79.76,31.03,95.09,60.26
2,168,1,10.063,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,16.14,84.12,63.08,74.39,83.07,9.97,56.74,63.2,51.13,2.55,52.42,17.26,47.62,71.7,81.71,50.74,79.44,14.57,46.98,22.59
2,169,1,8.559,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,15.89,14.52,42.61,32.59,61.44,96.97,46.43,39.71,72.26,53.18,73.41,4.72,31.6,34.49,52.64,56.32,36.67,14.83,48.69,40.59
2,170,1,6.641,0,0,0,0,2,2,1,0,1,1,1,0,0,0,1,0,1,1,1,0,2.38,17.07,57.61,25.29,28.66,80.4,27.18,96.81,78.54,43.84,52.71,77.22,56.63,32.18,51.24,28.53,95.33,67.62,89.8,47.9
2,171,1,8.361,2,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,71.53,20.18,12.73,90.81,86.83,83.03,27.35,1.83,5.17,28.34,24.57,97.6,65.62,33.8,73.91,50.74,91.68,97.17,74.27,65.68
2,172,1,8.261,1,1,1,1,0,0,1,0,0,0,0,0,1,2,2,1,0,1,1,0,17.25,54.84,14.09,21.6,7.73,47.16,48.56,10.56,46.16,38.63,81.33,50.65,52.76,65.87,88,4.47,29.61,89,56.97,29.68
2,173,0,6.427,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,15.31,72.04,55.24,87.84,85.26,33.61,40.27,72.19,60.13,10.52,47.32,90.33,90.65,95.57,37.59,36.2,65.4,86.3,3.34,11.58
2,174,1,6.846,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,55.13,63.55,90.87,13.1,36.39,31.53,12.32,3.92,45.56,37.54,38.71,52.41,51.19,68.22,29.41,54.93,38.02,6.18,19.98,46.59
2,175,0,8.583,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,32.16,57.24,71.61,34.99,94.47,36.27,34.99,89.43,27.79,55.74,25.8,36.43,94.05,38.68,78.15,2.29,66.66,46.29,55.2,91.37
2,176,1,8.386,1,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,56.47,55.7,88.55,46.02,5.9,17.68,91.32,62.97,77.87,95.26,83.2,8.39,68.03,29.99,19.06,41.46,43.8,27.12,38.41,32.74
2,177,1,6.627,0,1,1,1,1,1,0,0,0,0,1,1,2,2,1,1,2,2,1,2,69.54,33.16,56.69,75.61,83.37,44.48,29.41,62.82,24.55,35.27,68.42,96.46,99.9,43.14,98.03,88.46,87.55,20.36,42.43,87.66
2,178,1,8.051,0,0,1,2,0,0,1,1,1,2,1,1,1,1,2,1,0,0,0,0,9.24,18.66,45.51,99.31,1.1,58.35,12.21,68.28,32.5,9.01,85.15,88.46,3.58,24.01,4.81,71.72,97.85,64.73,74.47,87.49
2,179,0,9.841,1,2,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,24.86,3.94,72.23,15.49,13.98,33.53,27.43,41.98,49.46,49.82,38.38,47.47,93.67,61.22,54.86,57.2,58.49,71.72,39.55,89.31
2,180,1,6.089,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,0,0,0,78.54,61.15,65,30.7,97.57,78.03,91.9,4.16,68.4,55.71,89.89,54.51,73.96,68.11,55.29,87.48,83.43,76.24,93.3,39.59
2,181,0,7.296,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,2,1,0,0,64.65,94.51,54.36,46.15,28.94,51.2,44.64,83.75,96.71,54.24,86.33,2.85,64.84,50.72,34.21,43.99,24.54,9.12,91.65,93.47
2,182,1,6.703,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,11.47,94.07,25.08,89.78,30.58,92.21,19.77,23.97,23.5,96.59,45.48,74.38,81.34,53.09,87.61,93.04,46.01,67.77,80.46,99.29
2,183,1,7.147,0,0,0,0,0,2,2,2,1,1,0,0,2,2,0,0,1,0,2,2,2.95,20.2,15.07,78.51,21.36,8.39,84.22,35.01,78.26,2.48,5.42,82.91,20.7,18.99,93.1,71.41,91.79,33.48,95.51,62.33
2,184,1,5.4,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,3.32,11.89,41.62,86.42,68.01,7.1,29.62,82.24,85.38,97.89,58.76,72.25,43.31,93.22,88.13,40.97,15.16,82.97,98.18,44.69
2,185,0,6.963,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,54.66,99.45,50.73,66.08,18.93,30.23,61.55,93.62,20.35,38.14,86.86,90.06,5.95,81.04,14.37,91.84,71.19,36.7,67.47,63.17
2,186,1,6.979,1,0,0,1,1,2,0,0,0,0,0,0,0,2,1,1,0,0,1,2,25.58,6.38,44.32,72.74,94.76,42.85,99.23,70.31,90.95,37.65,72.96,53.54,99.25,50.16,44.82,75.55,44.53,42.17,13.85,58.94
